"Time","latitude","longitude","DryTime","Argos_loc_class"
621,NA,NA,0,NA
622,NA,NA,0,NA
623,NA,NA,0.05,NA
624,NA,NA,0.05,NA
625,NA,NA,0,NA
626,NA,NA,0,NA
627,NA,NA,0,NA
628,NA,NA,0.05,NA
629,NA,NA,0.05,NA
630,NA,NA,0,NA
631,NA,NA,0,NA
632,NA,NA,0,NA
633,NA,NA,0,NA
634,NA,NA,0,NA
635,NA,NA,0,NA
636,NA,NA,0,NA
637,NA,NA,0,NA
638,NA,NA,0,NA
639,NA,NA,0,NA
640,NA,NA,0,NA
641,NA,NA,0,NA
642,NA,NA,0,NA
643,NA,NA,0,NA
644,NA,NA,0,NA
645,NA,NA,0,NA
646,NA,NA,0,NA
647,NA,NA,0,NA
648,NA,NA,0,NA
649,NA,NA,0,NA
650,NA,NA,0,NA
651,NA,NA,0,NA
652,NA,NA,0,NA
653,NA,NA,0,NA
654,NA,NA,0,NA
655,NA,NA,0,NA
656,NA,NA,0,NA
657,NA,NA,0,NA
658,NA,NA,0,NA
658.7477778,58.26200104,-153.2850037,0,"B"
659,NA,NA,0,NA
659.5344444,58.24399948,-153.173996,0,"A"
660,NA,NA,0,NA
661,NA,NA,0.05,NA
661.0547222,58.24000168,-153.1139984,0.05,"B"
662,NA,NA,0,NA
662.0916667,58.21500015,-153.2279968,0,"A"
662.8908333,58.17100143,-153.2279968,0,"B"
663,NA,NA,0,NA
664,NA,NA,0,NA
664.3377778,58.12400055,-153.2070007,0,"B"
665,NA,NA,0,NA
665.2380556,58.11999893,-153.3820038,0,"B"
665.9830556,58.12200165,-153.3450012,0,"B"
666,NA,NA,0,NA
667,NA,NA,0,NA
668,NA,NA,0.15,NA
669,NA,NA,0.05,NA
670,NA,NA,0.05,NA
671,NA,NA,0,NA
672,NA,NA,0,NA
673,NA,NA,0,NA
673.4075,58.17699814,-153.628006,0,"B"
674,NA,NA,0,NA
675,NA,NA,0,NA
675.4133333,58.15800095,-153.6829987,0,"B"
676,NA,NA,0,NA
677,NA,NA,0,NA
678,NA,NA,0,NA
679,NA,NA,0,NA
680,NA,NA,0,NA
681,NA,NA,0,NA
682,NA,NA,0,NA
682.5091667,58.09400177,-153.9380035,0,"0"
683,NA,NA,0,NA
683.4316667,58.0909996,-153.9539948,0,"0"
684,NA,NA,0,NA
685,NA,NA,0,NA
685.2547222,58.0890007,-154.029007,0,"B"
686,NA,NA,0,NA
687,NA,NA,0,NA
688,NA,NA,0,NA
689,NA,NA,0,NA
690,NA,NA,0,NA
690.7522222,58.08499908,-154.2749939,0,"A"
691,NA,NA,0,NA
691.5894444,58.05500031,-154.3430023,0,"A"
692,NA,NA,0,NA
693,NA,NA,0,NA
693.2761111,58.06000137,-154.4340057,0,"A"
694,NA,NA,0,NA
695,NA,NA,0,NA
696,NA,NA,0,NA
696.3619444,57.99499893,-154.4839935,0,"B"
697,NA,NA,0,NA
698,NA,NA,0,NA
699,NA,NA,0,NA
700,NA,NA,0,NA
700.6213889,57.86199951,-154.6329956,0,"B"
701,NA,NA,0,NA
702,NA,NA,0,NA
702.2469444,57.8429985,-154.7059937,0,"B"
702.9202778,57.85400009,-154.673996,0,"B"
703,NA,NA,0,NA
704,NA,NA,0,NA
704.72,57.84600067,-154.8540039,0,"B"
705,NA,NA,0,NA
706,NA,NA,0,NA
706.9730556,57.85699844,-154.901001,0,"B"
707,NA,NA,0,NA
708,NA,NA,0,NA
709,NA,NA,0,NA
710,NA,NA,0,NA
710.5322222,57.84700012,-155.0619965,0,"A"
711,NA,NA,0,NA
712,NA,NA,0,NA
713,NA,NA,0,NA
713.2688889,57.74300003,-155.1750031,0,"A"
713.5394444,57.73699951,-155.1589966,0,"B"
714,NA,NA,0,NA
715,NA,NA,0,NA
715.2241667,57.70399857,-155.1880035,0,"1"
716,NA,NA,0,NA
717,NA,NA,0,NA
718,NA,NA,0,NA
719,NA,NA,0.05,NA
720,NA,NA,0.05,NA
721,NA,NA,0,NA
721.0438889,57.65499878,-155.4409943,0,"B"
721.9752778,57.63600159,-155.4859924,0,"A"
722,NA,NA,0.05,NA
723,NA,NA,0,NA
724,NA,NA,0,NA
725,NA,NA,0,NA
725.3038889,57.56299973,-155.5420074,0,"B"
725.9277778,57.54399872,-155.5469971,0,"B"
726,NA,NA,0.05,NA
727,NA,NA,0.05,NA
727.5666667,57.48699951,-155.6349945,0.05,"A"
727.705,57.48400116,-155.6459961,0.05,"B"
728,NA,NA,0.05,NA
728.415,57.46300125,-155.7089996,0.05,"A"
728.6586111,57.47600174,-155.6820068,0.05,"B"
728.9747222,57.47000122,-155.6909943,0.05,"0"
729,NA,NA,0.05,NA
730,NA,NA,0.05,NA
730.1775,57.44400024,-155.727005,0.05,"B"
731,NA,NA,0.05,NA
732,NA,NA,0.05,NA
733,NA,NA,0.05,NA
733.3663889,57.34700012,-155.8059998,0.05,"B"
734,NA,NA,0.05,NA
734.0636111,57.36100006,-155.7940063,0.05,"B"
735,NA,NA,0.05,NA
735.7480556,57.27299881,-155.8869934,0.05,"B"
736,NA,NA,0.05,NA
736.6511111,57.26499939,-155.8999939,0.05,"B"
737,NA,NA,0,NA
738,NA,NA,0.05,NA
738.2877778,57.21900177,-155.9170074,0.05,"A"
738.4855556,57.2159996,-155.9349976,0.05,"B"
738.8438889,57.20199966,-155.9340057,0.05,"A"
739,NA,NA,0,NA
740,NA,NA,0.05,NA
741,NA,NA,0.05,NA
741.6397222,57.10300064,-155.8939972,0.05,"B"
742,NA,NA,0,NA
743,NA,NA,0,NA
744,NA,NA,0,NA
745,NA,NA,0,NA
745.79,57.0340004,-155.9989929,0,"B"
746,NA,NA,0,NA
746.5591667,57.0530014,-155.9060059,0,"B"
747,NA,NA,0,NA
748,NA,NA,0,NA
748.2002778,56.99399948,-155.9490051,0,"A"
749,NA,NA,0,NA
749.0891667,56.97800064,-156.0679932,0,"A"
750,NA,NA,0,NA
751,NA,NA,0,NA
752,NA,NA,0,NA
753,NA,NA,0,NA
754,NA,NA,0,NA
754.2466667,56.9280014,-156.029007,0,"B"
755,NA,NA,0,NA
756,NA,NA,0,NA
757,NA,NA,0,NA
757.3591667,57.04999924,-156.2460022,0,"B"
758,NA,NA,0,NA
759,NA,NA,0,NA
760,NA,NA,0,NA
761,NA,NA,0,NA
762,NA,NA,0,NA
763,NA,NA,0,NA
764,NA,NA,0,NA
765,NA,NA,0,NA
765.4869444,56.91199875,-156.4980011,0,"B"
766,NA,NA,0,NA
767,NA,NA,0,NA
767.4844444,56.875,-156.4060059,0,"B"
768,NA,NA,0,NA
769,NA,NA,0,NA
770,NA,NA,0,NA
771,NA,NA,0,NA
772,NA,NA,0,NA
773,NA,NA,0,NA
774,NA,NA,0,NA
775,NA,NA,0,NA
776,NA,NA,0,NA
777,NA,NA,0,NA
777.685,56.59899902,-156.1950073,0,"B"
778,NA,NA,0,NA
779,NA,NA,0,NA
779.5072222,56.68799973,-156.4340057,0,"B"
780,NA,NA,0,NA
781,NA,NA,0,NA
782,NA,NA,0,NA
783,NA,NA,0,NA
784,NA,NA,0,NA
785,NA,NA,0,NA
786,NA,NA,0,NA
787,NA,NA,0,NA
787.7186111,56.6269989,-156.7070007,0,"B"
788,NA,NA,0.25,NA
789,NA,NA,0,NA
789.2686111,56.51399994,-156.6289978,0,"B"
790,NA,NA,0,NA
791,NA,NA,0,NA
792,NA,NA,0,NA
793,NA,NA,0,NA
793.4197222,56.45000076,-156.5180054,0,"B"
794,NA,NA,0,NA
795,NA,NA,0,NA
796,NA,NA,0,NA
796.1169444,56.36199951,-156.5039978,0,"B"
796.7763889,56.35800171,-156.4880066,0,"A"
797,NA,NA,0,NA
798,NA,NA,0,NA
799,NA,NA,0,NA
799.8038889,56.28099823,-156.5639954,0,"B"
800,NA,NA,0,NA
801,NA,NA,0,NA
801.4763889,56.24100113,-156.5559998,0,"1"
802,NA,NA,0,NA
803,NA,NA,0,NA
803.0797222,56.23600006,-156.5829926,0,"B"
803.3727778,56.22499847,-156.5829926,0,"A"
804,NA,NA,0,NA
804.7019444,56.19300079,-156.5870056,0,"B"
805,NA,NA,0,NA
805.7658333,56.22200012,-156.6060028,0,"A"
805.9694444,56.22200012,-156.5870056,0,"B"
806,NA,NA,0,NA
806.5058333,56.22800064,-156.5740051,0,"A"
807,NA,NA,0,NA
807.6216667,56.20000076,-156.6009979,0,"B"
808,NA,NA,0,NA
809,NA,NA,0,NA
810,NA,NA,0,NA
811,NA,NA,0,NA
812,NA,NA,0,NA
813,NA,NA,0,NA
814,NA,NA,0,NA
815,NA,NA,0,NA
816,NA,NA,0,NA
817,NA,NA,0,NA
818,NA,NA,0,NA
819,NA,NA,0,NA
819.5863889,56.01499939,-156.8220062,0,"B"
820,NA,NA,0,NA
821,NA,NA,0,NA
821.2936111,56.00099945,-156.8840027,0,"B"
822,NA,NA,0,NA
823,NA,NA,0,NA
824,NA,NA,0,NA
825,NA,NA,0,NA
825.24,55.98400116,-156.8079987,0,"B"
826,NA,NA,0,NA
827,NA,NA,0,NA
828,NA,NA,0,NA
829,NA,NA,0,NA
830,NA,NA,0,NA
831,NA,NA,0,NA
832,NA,NA,0,NA
833,NA,NA,0,NA
833.4661111,55.9280014,-156.8760071,0,"B"
834,NA,NA,0,NA
835,NA,NA,0,NA
835.1494444,55.95800018,-156.8130035,0,"B"
836,NA,NA,0,NA
837,NA,NA,0,NA
838,NA,NA,0,NA
839,NA,NA,0,NA
840,NA,NA,0,NA
841,NA,NA,0,NA
842,NA,NA,0,NA
843,NA,NA,0,NA
844,NA,NA,0,NA
845,NA,NA,0,NA
846,NA,NA,0,NA
847,NA,NA,0,NA
848,NA,NA,0,NA
849,NA,NA,0,NA
850,NA,NA,0,NA
851,NA,NA,0,NA
852,NA,NA,0,NA
853,NA,NA,0,NA
854,NA,NA,0,NA
855,NA,NA,0,NA
856,NA,NA,0,NA
857,NA,NA,0,NA
858,NA,NA,0,NA
859,NA,NA,0,NA
860,NA,NA,0,NA
861,NA,NA,0,NA
862,NA,NA,0,NA
863,NA,NA,0,NA
864,NA,NA,0,NA
865,NA,NA,0,NA
866,NA,NA,0,NA
867,NA,NA,0,NA
868,NA,NA,0,NA
869,NA,NA,0,NA
869.1047222,55.79499817,-156.1679993,0,"B"
870,NA,NA,0,NA
871,NA,NA,0,NA
872,NA,NA,0,NA
873,NA,NA,0,NA
874,NA,NA,0,NA
875,NA,NA,0,NA
875.4802778,55.95800018,-156.5469971,0,"B"
876,NA,NA,0,NA
876.1197222,55.94300079,-156.5579987,0,"B"
877,NA,NA,0,NA
878,NA,NA,0,NA
879,NA,NA,0,NA
880,NA,NA,0,NA
881,NA,NA,0,NA
882,NA,NA,0,NA
883,NA,NA,0,NA
883.8797222,56.08499908,-156.7230072,0,"A"
884,NA,NA,0,NA
885,NA,NA,0,NA
885.5055556,56.08599854,-156.6790009,0,"A"
886,NA,NA,0,NA
887,NA,NA,0,NA
888,NA,NA,0,NA
889,NA,NA,0,NA
890,NA,NA,0,NA
890.4575,56.08599854,-156.6719971,0,"A"
891,NA,NA,0,NA
892,NA,NA,0,NA
893,NA,NA,0,NA
894,NA,NA,0,NA
895,NA,NA,0,NA
896,NA,NA,0,NA
897,NA,NA,0,NA
898,NA,NA,0,NA
899,NA,NA,0,NA
900,NA,NA,0,NA
901,NA,NA,0,NA
902,NA,NA,0,NA
902.5555556,56.08499908,-156.6699982,0,"3"
902.6555556,56.0870018,-156.677002,0,"3"
903,NA,NA,0,NA
903.6930556,56.08599854,-156.6699982,0,"2"
904,NA,NA,0,NA
905,NA,NA,0,NA
905.3930556,56.11999893,-156.6580048,0,"B"
906,NA,NA,0,NA
906.4555556,56.05799866,-156.6820068,0,"B"
907,NA,NA,0,NA
908,NA,NA,0,NA
909,NA,NA,0,NA
910,NA,NA,0,NA
911,NA,NA,0,NA
912,NA,NA,0,NA
913,NA,NA,0,NA
914,NA,NA,0,NA
915,NA,NA,0,NA
916,NA,NA,0,NA
917,NA,NA,0,NA
918,NA,NA,0,NA
919,NA,NA,0,NA
920,NA,NA,0,NA
921,NA,NA,0,NA
922,NA,NA,0,NA
923,NA,NA,0,NA
924,NA,NA,0,NA
925,NA,NA,0,NA
926,NA,NA,0,NA
927,NA,NA,0,NA
928,NA,NA,0,NA
929,NA,NA,0,NA
930,NA,NA,0,NA
931,NA,NA,0,NA
932,NA,NA,0,NA
933,NA,NA,0,NA
934,NA,NA,0,NA
935,NA,NA,0,NA
936,NA,NA,0,NA
937,NA,NA,0,NA
938,NA,NA,0,NA
939,NA,NA,0,NA
940,NA,NA,0,NA
941,NA,NA,0,NA
942,NA,NA,0,NA
943,NA,NA,0,NA
944,NA,NA,0,NA
945,NA,NA,0,NA
946,NA,NA,0,NA
947,NA,NA,0,NA
948,NA,NA,0,NA
949,NA,NA,0,NA
950,NA,NA,0,NA
951,NA,NA,0,NA
951.9830556,56.13299942,-155.8730011,0,"B"
952,NA,NA,0,NA
953,NA,NA,0,NA
954,NA,NA,0,NA
955,NA,NA,0,NA
956,NA,NA,0,NA
957,NA,NA,0,NA
957.4202778,56.16999817,-155.8650055,0,"B"
958,NA,NA,0,NA
959,NA,NA,0,NA
960,NA,NA,0,NA
961,NA,NA,0,NA
962,NA,NA,0,NA
963,NA,NA,0,NA
963.5908333,56.05599976,-156.3659973,0,"B"
964,NA,NA,0,NA
965,NA,NA,0,NA
966,NA,NA,0,NA
966.7966667,56.04999924,-156.5670013,0,"B"
967,NA,NA,0,NA
968,NA,NA,0,NA
968.0494444,55.97999954,-156.3659973,0,"B"
969,NA,NA,0,NA
970,NA,NA,0,NA
971,NA,NA,0,NA
972,NA,NA,0,NA
973,NA,NA,0,NA
973.4872222,56.07699966,-156.4210052,0,"A"
974,NA,NA,0,NA
975,NA,NA,0,NA
976,NA,NA,0,NA
976.1288889,56.02000046,-156.6719971,0,"B"
977,NA,NA,0,NA
978,NA,NA,0,NA
978.3436111,56.0359993,-156.5670013,0,"A"
979,NA,NA,0,NA
980,NA,NA,0,NA
981,NA,NA,0,NA
981.6225,56.0870018,-156.6730042,0,"2"
982,NA,NA,0,NA
983,NA,NA,0,NA
984,NA,NA,0,NA
984.1063889,56.05699921,-156.7339935,0,"A"
985,NA,NA,0,NA
986,NA,NA,0,NA
987,NA,NA,0,NA
988,NA,NA,0,NA
989,NA,NA,0,NA
990,NA,NA,0,NA
991,NA,NA,0,NA
992,NA,NA,0,NA
993,NA,NA,0,NA
994,NA,NA,0,NA
995,NA,NA,0,NA
996,NA,NA,0,NA
997,NA,NA,0,NA
998,NA,NA,0,NA
999,NA,NA,0,NA
999.7430556,56.0909996,-156.7100067,0,"B"
1000,NA,NA,0,NA
1001,NA,NA,0,NA
1002,NA,NA,0.25,NA
1003,NA,NA,0.75,NA
1003.234444,56.0890007,-156.6719971,0.75,"1"
1004,NA,NA,0.75,NA
1005,NA,NA,0.55,NA
1006,NA,NA,0.35,NA
1007,NA,NA,0.05,NA
1008,NA,NA,0.15,NA
1009,NA,NA,0.35,NA
1010,NA,NA,0.95,NA
1011,NA,NA,0.65,NA
1012,NA,NA,0.95,NA
1013,NA,NA,1,NA
1014,NA,NA,0.95,NA
1015,NA,NA,0.85,NA
1016,NA,NA,0.15,NA
1017,NA,NA,0.05,NA
1018,NA,NA,0,NA
1019,NA,NA,0,NA
1020,NA,NA,0,NA
1021,NA,NA,0,NA
1022,NA,NA,0,NA
1023,NA,NA,0,NA
1024,NA,NA,0,NA
1025,NA,NA,0,NA
1025.051389,56.08399963,-156.6670074,0,"A"
1026,NA,NA,0,NA
1027,NA,NA,0,NA
1028,NA,NA,0,NA
1029,NA,NA,0,NA
1030,NA,NA,0,NA
1031,NA,NA,0,NA
1032,NA,NA,0,NA
1033,NA,NA,0,NA
1033.9725,56.09000015,-156.6450043,0,"B"
1034,NA,NA,0,NA
1035,NA,NA,0,NA
1035.969444,56.0909996,-156.6600037,0,"A"
1036,NA,NA,0,NA
1037,NA,NA,0,NA
1037.219444,56.11999893,-156.5079956,0,"B"
1038,NA,NA,0,NA
1039,NA,NA,0,NA
1040,NA,NA,0,NA
1041,NA,NA,0,NA
1042,NA,NA,0,NA
1043,NA,NA,0,NA
1044,NA,NA,0,NA
1045,NA,NA,0,NA
1046,NA,NA,0,NA
1047,NA,NA,0,NA
1048,NA,NA,0,NA
1049,NA,NA,0,NA
1050,NA,NA,0,NA
1051,NA,NA,0,NA
1052,NA,NA,0,NA
1053,NA,NA,0,NA
1054,NA,NA,0,NA
1055,NA,NA,0,NA
1056,NA,NA,0,NA
1057,NA,NA,0,NA
1058,NA,NA,0,NA
1058.903611,56.11399841,-156.5310059,0,"B"
1059,NA,NA,0,NA
1060,NA,NA,0,NA
1060.565556,56.11199951,-156.5039978,0,"B"
1061,NA,NA,0,NA
1062,NA,NA,0,NA
1062.451389,56.09600067,-156.4609985,0,"B"
1063,NA,NA,0,NA
1064,NA,NA,0,NA
1064.133056,56.07600021,-156.5500031,0,"B"
1064.762778,56.06900024,-156.522995,0,"B"
1065,NA,NA,0,NA
1065.493611,56.00899887,-156.4660034,0,"A"
1066,NA,NA,0,NA
1067,NA,NA,0,NA
1068,NA,NA,0.05,NA
1069,NA,NA,0.01,NA
1070,NA,NA,0.01,NA
1070.508889,56.0019989,-156.4219971,0.01,"B"
1071,NA,NA,0,NA
1072,NA,NA,0,NA
1073,NA,NA,0,NA
1074,NA,NA,0,NA
1074.648333,55.98899841,-156.3659973,0,"A"
1075,NA,NA,0,NA
1076,NA,NA,0,NA
1077,NA,NA,0,NA
1078,NA,NA,0,NA
1079,NA,NA,0,NA
1080,NA,NA,0,NA
1081,NA,NA,0,NA
1082,NA,NA,0,NA
1083,NA,NA,0,NA
1083.218333,56.02199936,-156.6519928,0,"1"
1084,NA,NA,0,NA
1084.4625,56.10300064,-156.6840057,0,"B"
1084.875833,56.10800171,-156.6600037,0,"B"
1085,NA,NA,0,NA
1086,NA,NA,0,NA
1086.066111,56.08499908,-156.673996,0,"2"
1087,NA,NA,0,NA
1088,NA,NA,0,NA
1089,NA,NA,0,NA
1090,NA,NA,0,NA
1091,NA,NA,0,NA
1092,NA,NA,0,NA
1093,NA,NA,0,NA
1094,NA,NA,0,NA
1094.817222,56.09799957,-156.628006,0,"B"
1095,NA,NA,0,NA
1096,NA,NA,0,NA
1096.2375,56.08599854,-156.5800018,0,"B"
1097,NA,NA,0,NA
1098,NA,NA,0,NA
1099,NA,NA,0,NA
1100,NA,NA,0,NA
1101,NA,NA,0,NA
1102,NA,NA,0,NA
1103,NA,NA,0,NA
1103.134167,55.95500183,-156.4360046,0,"B"
1104,NA,NA,0,NA
1105,NA,NA,0,NA
1106,NA,NA,0,NA
1107,NA,NA,0,NA
1108,NA,NA,0,NA
1109,NA,NA,0,NA
1110,NA,NA,0,NA
1111,NA,NA,0,NA
1112,NA,NA,0,NA
1113,NA,NA,0,NA
1114,NA,NA,0,NA
1115,NA,NA,0,NA
1115.215556,55.94300079,-156.3079987,0,"B"
1116,NA,NA,0,NA
1117,NA,NA,0,NA
1118,NA,NA,0,NA
1119,NA,NA,0,NA
1119.504444,55.9980011,-156.2420044,0,"B"
1120,NA,NA,0,NA
1121,NA,NA,0,NA
1121.109167,55.98400116,-156.223999,0,"B"
1122,NA,NA,0,NA
1123,NA,NA,0,NA
1124,NA,NA,0,NA
1125,NA,NA,0,NA
1126,NA,NA,0,NA
1127,NA,NA,0,NA
1128,NA,NA,0,NA
1129,NA,NA,0,NA
1130,NA,NA,0,NA
1131,NA,NA,0,NA
1132,NA,NA,0,NA
1133,NA,NA,0,NA
1133.246389,56.03900146,-156.3540039,0,"B"
1134,NA,NA,0,NA
1135,NA,NA,0,NA
1136,NA,NA,0,NA
1137,NA,NA,0,NA
1137.161111,56.05099869,-156.4420013,0,"B"
1138,NA,NA,0,NA
1138.229167,56.10100174,-156.5279999,0,"B"
1139,NA,NA,0.05,NA
1139.456389,56.04800034,-156.503006,0.05,"B"
1140,NA,NA,0,NA
1140.705278,56.07300186,-156.5319977,0,"A"
1141,NA,NA,0,NA
1142,NA,NA,0.05,NA
1143,NA,NA,0.05,NA
1143.427778,56.07799911,-156.6959991,0.05,"0"
1144,NA,NA,0.95,NA
1144.756111,56.08499908,-156.6759949,0.95,"3"
1145,NA,NA,1,NA
1146,NA,NA,1,NA
1147,NA,NA,0.85,NA
1147.615,56.05400085,-156.9019928,0.85,"0"
1148,NA,NA,1,NA
1149,NA,NA,1,NA
1150,NA,NA,1,NA
1151,NA,NA,1,NA
1152,NA,NA,0.85,NA
1153,NA,NA,0.75,NA
1154,NA,NA,0.15,NA
1155,NA,NA,0.05,NA
1156,NA,NA,0.05,NA
1157,NA,NA,0.15,NA
1158,NA,NA,0.35,NA
1159,NA,NA,0.75,NA
1160,NA,NA,0.85,NA
1161,NA,NA,0.75,NA
1162,NA,NA,0.95,NA
1163,NA,NA,0.25,NA
1164,NA,NA,0.15,NA
1165,NA,NA,0.05,NA
1166,NA,NA,0.05,NA
1167,NA,NA,0.55,NA
1167.875556,56.125,-156.6880035,0.55,"B"
1168,NA,NA,0.95,NA
1168.363056,56.10300064,-156.6869965,0.95,"B"
1168.688056,56.08800125,-156.6730042,0.95,"3"
1169,NA,NA,0.65,NA
1169.745833,56.10300064,-156.6580048,0.65,"A"
1170,NA,NA,0.15,NA
1171,NA,NA,0.35,NA
1171.441667,56.13700104,-156.4779968,0.35,"B"
1172,NA,NA,0,NA
1173,NA,NA,0,NA
1174,NA,NA,0,NA
1175,NA,NA,0.15,NA
1176,NA,NA,1,NA
1177,NA,NA,0.75,NA
1178,NA,NA,0.05,NA
1179,NA,NA,0,NA
1180,NA,NA,0.05,NA
1181,NA,NA,0.15,NA
1182,NA,NA,1,NA
1183,NA,NA,1,NA
1184,NA,NA,1,NA
1185,NA,NA,1,NA
1186,NA,NA,1,NA
1187,NA,NA,0.55,NA
1188,NA,NA,0.85,NA
1189,NA,NA,1,NA
1189.941389,56.08499908,-156.6629944,1,"A"
1190,NA,NA,0.95,NA
1191,NA,NA,0.05,NA
1192,NA,NA,0,NA
1193,NA,NA,0,NA
1194,NA,NA,0,NA
1194.226944,56.08800125,-156.5930023,0,"B"
1195,NA,NA,0,NA
1195.336389,56.05099869,-156.5540009,0,"B"
1195.885278,56.02099991,-156.5500031,0,"B"
1196,NA,NA,0,NA
1197,NA,NA,0,NA
1198,NA,NA,0,NA
1199,NA,NA,0,NA
1200,NA,NA,0,NA
1201,NA,NA,0,NA
1202,NA,NA,0,NA
1203,NA,NA,0,NA
1204,NA,NA,0,NA
1205,NA,NA,0,NA
1206,NA,NA,0,NA
1207,NA,NA,0,NA
1207.452222,56.02500153,-156.4080048,0,"B"
1208,NA,NA,0,NA
1209,NA,NA,0,NA
1209.720556,55.9109993,-156.4640045,0,"B"
1210,NA,NA,0,NA
1211,NA,NA,0,NA
1211.368889,55.91799927,-156.4539948,0,"A"
1212,NA,NA,0.05,NA
1212.174444,55.89300156,-156.4929962,0.05,"A"
1213,NA,NA,0.01,NA
1213.5,55.88000107,-156.5390015,0.01,"2"
1213.960833,55.89899826,-156.477005,0.01,"B"
1214,NA,NA,0.01,NA
1215,NA,NA,0,NA
1216,NA,NA,0,NA
1217,NA,NA,0,NA
1218,NA,NA,0,NA
1218.9125,55.88899994,-156.7850037,0,"B"
1219,NA,NA,0,NA
1220,NA,NA,0,NA
1221,NA,NA,0,NA
1222,NA,NA,0,NA
1223,NA,NA,0,NA
1224,NA,NA,0,NA
1225,NA,NA,0,NA
1225.733056,55.86999893,-156.5529938,0,"A"
1226,NA,NA,0,NA
1227,NA,NA,0,NA
1227.411944,55.83399963,-156.572998,0,"A"
1227.96,55.8730011,-156.4989929,0,"1"
1228,NA,NA,0,NA
1229,NA,NA,0,NA
1229.3775,55.90000153,-156.5269928,0,"B"
1230,NA,NA,0,NA
1231,NA,NA,0,NA
1232,NA,NA,0,NA
1232.886944,55.93899918,-156.4790039,0,"B"
1233,NA,NA,0,NA
1233.373889,55.91400146,-156.5019989,0,"B"
1234,NA,NA,0,NA
1235,NA,NA,0,NA
1236,NA,NA,0,NA
1237,NA,NA,0,NA
1237.565556,55.90599823,-156.7709961,0,"B"
1238,NA,NA,0,NA
1239,NA,NA,0,NA
1240,NA,NA,0,NA
1241,NA,NA,0,NA
1242,NA,NA,0,NA
1242.538611,56.03699875,-156.6499939,0,"B"
1242.8275,56.05500031,-156.6730042,0,"B"
1243,NA,NA,0.05,NA
1243.136944,56.06900024,-156.6730042,0.05,"A"
1244,NA,NA,0.85,NA
1245,NA,NA,1,NA
1246,NA,NA,1,NA
1247,NA,NA,0.85,NA
1248,NA,NA,1,NA
1249,NA,NA,1,NA
1249.597778,56.0870018,-156.677002,1,"3"
1250,NA,NA,1,NA
1251,NA,NA,1,NA
1252,NA,NA,1,NA
1253,NA,NA,0.55,NA
1254,NA,NA,0.15,NA
1255,NA,NA,0.05,NA
1256,NA,NA,0.05,NA
1257,NA,NA,0.05,NA
1258,NA,NA,0,NA
1259,NA,NA,0,NA
1260,NA,NA,0,NA
1261,NA,NA,0,NA
1262,NA,NA,0,NA
1263,NA,NA,0,NA
1264,NA,NA,0,NA
1265,NA,NA,0,NA
1266,NA,NA,0,NA
1266.574167,56.09600067,-156.701004,0,"B"
1267,NA,NA,0,NA
1268,NA,NA,0,NA
1269,NA,NA,0,NA
1270,NA,NA,0,NA
1271,NA,NA,0,NA
1272,NA,NA,0,NA
1273,NA,NA,0,NA
1274,NA,NA,0,NA
1275,NA,NA,0,NA
1276,NA,NA,0,NA
1277,NA,NA,0,NA
1278,NA,NA,0,NA
1279,NA,NA,0,NA
1280,NA,NA,0,NA
1281,NA,NA,0,NA
1282,NA,NA,0,NA
1283,NA,NA,0.2,NA
1284,NA,NA,0.4,NA
1285,NA,NA,1,NA
1286,NA,NA,1,NA
1286.890833,56.07099915,-156.6439972,1,"B"
1287,NA,NA,1,NA
1288,NA,NA,1,NA
1289,NA,NA,1,NA
1289.715833,56.08599854,-156.6730042,1,"2"
1290,NA,NA,1,NA
1291,NA,NA,1,NA
1292,NA,NA,1,NA
1293,NA,NA,1,NA
1294,NA,NA,1,NA
1295,NA,NA,1,NA
1296,NA,NA,1,NA
1297,NA,NA,1,NA
1298,NA,NA,1,NA
1299,NA,NA,1,NA
1300,NA,NA,0.25,NA
1301,NA,NA,0,NA
1302,NA,NA,0,NA
1303,NA,NA,0,NA
1304,NA,NA,0,NA
1305,NA,NA,0,NA
1306,NA,NA,0,NA
1307,NA,NA,0,NA
1308,NA,NA,0,NA
1309,NA,NA,0,NA
1310,NA,NA,0,NA
1311,NA,NA,0,NA
1312,NA,NA,0,NA
1313,NA,NA,0,NA
1314,NA,NA,0.15,NA
1315,NA,NA,0.75,NA
1315.813611,56.0890007,-156.6620026,0.75,"1"
1316,NA,NA,1,NA
1317,NA,NA,1,NA
1317.315556,56.08800125,-156.6649933,1,"3"
1318,NA,NA,0.95,NA
1319,NA,NA,0.75,NA
1320,NA,NA,0.05,NA
1321,NA,NA,0.35,NA
1321.066944,56.06800079,-156.677002,0.35,"B"
1322,NA,NA,0.15,NA
1323,NA,NA,0.05,NA
1324,NA,NA,0,NA
1325,NA,NA,0,NA
1326,NA,NA,0,NA
1327,NA,NA,0,NA
1328,NA,NA,0,NA
1329,NA,NA,0,NA
1330,NA,NA,0,NA
1331,NA,NA,0.05,NA
1332,NA,NA,0.05,NA
1333,NA,NA,0,NA
1333.813333,56.05899811,-156.5850067,0,"B"
1334,NA,NA,0,NA
1334.513611,56.01399994,-156.5780029,0,"B"
1335,NA,NA,0,NA
1335.235556,56.0530014,-156.4730072,0,"B"
1336,NA,NA,0,NA
1337,NA,NA,0,NA
1338,NA,NA,0,NA
1339,NA,NA,0,NA
